cust_id,age,gender,education,bal,purchases,oneoff_purchases,installments_purchases,purchases_trans,credit_limit,payments,min_payments,perc_full_payment,perc_entertainment_purchase,perc_apparels_purchase,perc_groceries_purchase,perc_restaurant_purchase,perc_utility_purchase,perc_telecom_purchase,perc_supermkt_purchase,perc_offline_purchase,perc_online_purchase
7786443142,32,Male,Graduate,380291.01,0.00,0.00,0.00,0,400000.00,91590.06,171836.37,0,0.47,0.11,0.03,0.09,0.14,0.0,0.16,0.08,0.92
7392368633,27,Male,Graduate,4335.40,61734.00,0.00,61734.00,19,120000.00,56484.52,16007.16,0.583333,0.29,0.28,0.09,0.07,0.08,0.04,0.15,0.42,0.58
7551368316,48,Male,Graduate,453063.91,0.00,0.00,0.00,0,800000.00,99553.92,103238.44,0,0.01,0.36,0.01,0.24,0.02,0.16,0.2,0.44,0.56
7153363715,34,Male,Under-Graduate,352958.70,0.00,0.00,0.00,0,900000.00,360314.73,120711.73,0,0.36,0.13,0.18,0.11,0.08,0.0,0.14,0.19,0.81
7668855511,31,Male,Graduate,505291.08,106263.00,34315.00,71948.00,29,600000.00,91723.67,157396.14,0,0.36,0.05,0.23,0.12,0.0,0.01,0.23,0.55,0.45
7685345356,36,Male,Under-Graduate,5192.34,83531.00,25000.00,58531.00,13,700000.00,83214.03,7058.34,0.25,0.44,0.01,0.2,0.06,0.13,0.01,0.15,0.98,0.02
7518437243,37,Male,Under-Graduate,14401.29,67553.00,67553.00,0.00,2,400000.00,194525.04,27190.09,0,0.36,0.21,0.18,0.04,0.04,0.06,0.11,0.71,0.29
7768617689,42,Male,Graduate,29380.32,38059.00,33252.00,4807.00,3,1000000.00,117202.26,19455.40,0,0.04,0.42,0.0,0.23,0.13,0.04,0.14,0.23,0.77
7359865386,25,Male,Graduate,1118.86,15984.00,0.00,15984.00,6,100000.00,11086.07,5754.56,0,0.07,0.39,0.21,0.05,0.12,0.07,0.09,0.67,0.33
7968736563,44,Female,Under-Graduate,51681.50,27652.00,14196.00,13456.00,8,150000.00,92738.18,19087.54,0,0.49,0.08,0.19,0.02,0.0,0.04,0.18,0.18,0.82
7686569657,31,Female,Under-Graduate,113412.21,28839.00,0.00,28839.00,10,140000.00,215531.47,1225699.85,0.083333,0.31,0.18,0.19,0.08,0.05,0.01,0.18,0.48,0.52
7834166666,29,Male,Masters,1167017.99,487260.00,0.00,487260.00,52,1150000.00,503103.25,962789.15,0,0.28,0.34,0.03,0.05,0.0,0.13,0.17,0.22,0.78
7188476271,37,Female,Masters,156988.78,74166.00,30966.00,43200.00,8,400000.00,330636.98,50339.95,0,0.0,0.12,0.2,0.21,0.15,0.13,0.19,0.05,0.95
7515571415,34,Male,Graduate,453243.34,143326.00,143326.00,0.00,2,700000.00,303932.54,217230.28,0,0.33,0.25,0.11,0.05,0.09,0.02,0.15,0.47,0.53
7761364556,37,Male,Graduate,550582.85,0.00,0.00,0.00,0,600000.00,135505.87,234519.88,0,0.13,0.13,0.32,0.14,0.02,0.02,0.24,0.84,0.16
7576274395,32,Male,Masters,284339.44,0.00,0.00,0.00,0,600000.00,68038.82,107633.45,0,0.47,0.25,0.1,0.08,0.02,0.0,0.08,0.21,0.79
7536498515,32,Male,Graduate,239121.45,418649.00,331300.00,87349.00,50,400000.00,271098.20,56191.81,0,0.27,0.25,0.23,0.02,0.08,0.0,0.15,0.83,0.17
7655365621,31,Male,Masters,227095.01,140342.00,7700.00,132642.00,12,850000.00,83013.07,58248.91,0,0.26,0.26,0.19,0.01,0.13,0.0,0.15,0.44,0.56
7817612544,37,Female,Graduate,519341.54,358480.00,220452.00,138028.00,52,1550000.00,173434.91,132286.90,0,0.27,0.18,0.11,0.21,0.06,0.07,0.1,0.5,0.5
7158323556,29,Male,Under-Graduate,243119.32,0.00,0.00,0.00,0,400000.00,97685.96,68599.59,0,0.18,0.01,0.1,0.14,0.09,0.09,0.39,0.2,0.8
7769516649,37,Female,Under-Graduate,123229.30,0.00,0.00,0.00,0,450000.00,605086.53,34894.39,0.083333,0.14,0.41,0.17,0.13,0.02,0.02,0.11,0.03,0.97
7547767674,38,Male,Under-Graduate,27925.35,324386.00,300252.00,24134.00,33,850000.00,310531.21,19256.18,1,0.12,0.29,0.03,0.0,0.22,0.0,0.34,0.6,0.4
7116685533,31,Male,Under-Graduate,236991.05,91622.00,71640.00,19982.00,26,650000.00,79594.34,75261.68,0,0.26,0.35,0.13,0.11,0.04,0.0,0.11,0.9,0.1
7131386155,34,Male,Under-Graduate,191744.11,1261719.00,7619.00,1254100.00,5,1500000.00,1373355.78,33682.33,0.428571,0.06,0.43,0.09,0.12,0.06,0.03,0.21,0.58,0.42
7746489747,29,Male,Graduate,744522.88,102329.00,0.00,102329.00,31,1150000.00,1132000.75,273934.35,0.083333,0.37,0.21,0.17,0.11,0.0,0.04,0.1,0.88,0.12
7337764571,29,Female,Under-Graduate,19356.58,182152.00,0.00,182152.00,29,300000.00,154321.00,18338.05,0.5,0.27,0.25,0.07,0.02,0.15,0.03,0.21,0.09,0.91
7878467281,32,Male,Under-Graduate,301359.05,0.00,0.00,0.00,0,300000.00,75016.07,132988.20,0,0.13,0.3,0.09,0.14,0.09,0.07,0.18,0.83,0.17
7966361785,36,Male,Graduate,9240.61,0.00,0.00,0.00,0,350000.00,104494.98,4102.65,0.166667,0.24,0.13,0.02,0.26,0.05,0.03,0.27,0.5,0.5
7566766953,27,Female,Graduate,247287.46,205274.00,73094.00,132180.00,30,650000.00,907656.11,63540.11,0.083333,0.45,0.12,0.13,0.0,0.03,0.01,0.26,0.43,0.57
7375664566,36,Male,Under-Graduate,15443.93,104794.00,44000.00,60794.00,17,600000.00,103209.00,17348.46,0.333333,0.32,0.32,0.14,0.03,0.08,0.02,0.09,0.21,0.79
7556643156,34,Male,Under-Graduate,26991.17,134844.00,125944.00,8900.00,44,50000.00,125802.39,25028.33,0,0.05,0.13,0.38,0.03,0.03,0.1,0.28,0.49,0.51
7416364436,34,Female,Graduate,14604.89,325615.00,325615.00,0.00,22,650000.00,349868.18,7487.87,0.25,0.31,0.01,0.23,0.01,0.11,0.1,0.23,0.43,0.57
7386775544,32,Male,Under-Graduate,277983.34,0.00,0.00,0.00,0,300000.00,170848.49,128566.76,0,0.1,0.17,0.18,0.01,0.11,0.12,0.31,0.03,0.97
7851768544,27,Female,Masters,16179.22,288358.00,193356.00,95002.00,20,200000.00,305144.26,18538.03,0.75,0.31,0.14,0.16,0.12,0.01,0.12,0.14,0.2,0.8
7126325574,34,Male,Under-Graduate,523912.08,182323.00,182323.00,0.00,14,575000.00,210774.08,265813.92,0,0.1,0.36,0.09,0.09,0.02,0.07,0.27,0.64,0.36
7357168469,31,Female,Graduate,228801.48,175346.00,175346.00,0.00,50,250000.00,98999.97,112129.62,0,0.26,0.0,0.34,0.19,0.02,0.06,0.13,0.51,0.49
7824749466,25,Female,Graduate,152670.72,48447.00,0.00,48447.00,9,150000.00,108641.75,181814.80,0,0.22,0.26,0.0,0.24,0.1,0.02,0.16,0.95,0.05
7316736672,34,Male,Masters,5259.83,51783.00,0.00,51783.00,55,650000.00,60009.61,16336.72,1,0.29,0.16,0.11,0.02,0.11,0.05,0.26,0.52,0.48
7166483358,32,Female,Graduate,98188.62,0.00,0.00,0.00,0,350000.00,76839.84,23952.31,0,0.31,0.12,0.18,0.0,0.03,0.0,0.36,0.96,0.04
7578624367,34,Male,Masters,1489.16,0.00,0.00,0.00,0,300000.00,0.00,,0,0.49,0.2,0.02,0.07,0.1,0.01,0.11,0.23,0.77
7424373764,36,Male,Graduate,527.06,6957.00,6957.00,0.00,2,400000.00,41182.60,8344.96,0,0.16,0.11,0.16,0.14,0.15,0.13,0.15,0.09,0.91
7366267156,29,Male,Graduate,31467.53,131090.00,83876.00,47214.00,35,1000000.00,142525.66,20335.62,0,0.27,0.26,0.15,0.03,0.12,0.04,0.13,0.3,0.7
7641884483,36,Female,Masters,46724.49,400170.00,176936.00,223234.00,109,1600000.00,225924.18,18313.84,0.181818,0.29,0.03,0.0,0.28,0.07,0.14,0.19,0.72,0.28
7277559447,34,Male,Graduate,30494.56,278881.00,278881.00,0.00,22,400000.00,280335.30,13062.65,0.714286,0.11,0.05,0.1,0.36,0.02,0.03,0.33,0.84,0.16
7465375848,25,Female,Masters,127142.96,0.00,0.00,0.00,0,150000.00,52691.01,41632.54,0,0.49,0.06,0.21,0.04,0.02,0.04,0.14,0.36,0.64
7466846717,32,Female,Masters,9738.93,6000.00,6000.00,0.00,1,1250000.00,45342.20,20488.00,0,0.35,0.2,0.1,0.05,0.08,0.06,0.16,0.23,0.77
7846541441,27,Female,Graduate,159752.12,21107.00,0.00,21107.00,6,500000.00,318785.41,66535.71,0,0.15,0.38,0.13,0.03,0.14,0.0,0.17,0.9,0.1
7675378487,27,Male,Under-Graduate,1011.80,0.00,0.00,0.00,0,150000.00,64830.12,14864.44,0,0.24,0.06,0.14,0.16,0.14,0.01,0.25,0.25,0.75
7987627354,39,Female,Masters,10362.91,110662.00,86622.00,24040.00,25,600000.00,134389.37,15949.66,0.545455,0.2,0.26,0.22,0.15,0.06,0.0,0.11,0.96,0.04
7166134533,38,Male,Masters,99302.75,0.00,0.00,0.00,0,120000.00,218537.75,44468.42,0.090909,0.3,0.14,0.02,0.03,0.1,0.08,0.33,0.1,0.9
7834675416,34,Male,Masters,422650.13,490000.00,490000.00,0.00,7,1050000.00,61545.09,163762.90,0,0.21,0.29,0.0,0.21,0.03,0.05,0.21,0.45,0.55
7833946853,39,Male,Graduate,111808.69,12880.00,0.00,12880.00,2,120000.00,27776.65,43657.75,0,0.29,0.14,0.12,0.04,0.0,0.19,0.22,0.5,0.5
7585153666,44,Male,Under-Graduate,55513.10,158645.00,111160.00,47485.00,51,550000.00,321928.58,24462.45,0.416667,0.01,0.4,0.24,0.07,0.08,0.0,0.2,0.45,0.55
7975214333,44,Male,Graduate,113357.25,406349.00,280700.00,125649.00,44,160000.00,493650.70,28402.40,0.083333,0.07,0.33,0.11,0.17,0.0,0.09,0.23,0.02,0.98
7768242831,27,Male,Masters,364604.46,0.00,0.00,0.00,0,800000.00,97550.81,89729.51,0,0.34,0.25,0.14,0.0,0.0,0.11,0.16,0.43,0.57
7366442547,44,Male,Graduate,379091.47,265568.00,160763.00,104805.00,111,830000.00,617316.53,119246.29,0.083333,0.02,0.4,0.22,0.01,0.11,0.06,0.18,0.38,0.62
7518883187,42,Male,Graduate,34008.22,317721.00,43000.00,274721.00,19,750000.00,265862.93,14125.62,0.333333,0.0,0.48,0.13,0.08,0.0,0.02,0.29,0.03,0.97
7375696563,34,Male,Masters,1124.99,13784.00,13784.00,0.00,3,1000000.00,23444.43,10141.87,0.166667,0.13,0.31,0.19,0.13,0.02,0.02,0.2,0.89,0.11
7586761865,32,Male,Graduate,10854.80,109919.00,88597.00,21322.00,25,400000.00,118131.65,17447.71,0.583333,0.31,0.16,0.12,0.04,0.14,0.01,0.22,0.35,0.65
7661931553,34,Female,Graduate,60168.83,135820.00,46833.00,88987.00,26,150000.00,31091.21,15787.26,0,0.23,0.32,0.09,0.06,0.03,0.03,0.24,0.86,0.14
7773673733,43,Male,Under-Graduate,252901.63,104074.00,0.00,104074.00,28,250000.00,174601.85,299600.89,0,0.28,0.16,0.1,0.07,0.0,0.13,0.26,0.42,0.58
7376853376,39,Male,Graduate,30690.90,276893.00,128114.00,148779.00,23,1050000.00,260517.56,17426.15,0.5,0.02,0.04,0.0,0.08,0.3,0.16,0.4,0.96,0.04
7797951466,32,Male,Graduate,1420.32,11700.00,0.00,11700.00,4,795000.00,34631.18,16407.16,0.666667,0.42,0.23,0.09,0.0,0.11,0.04,0.11,0.42,0.58
7655177399,25,Female,Masters,338793.96,39114.00,0.00,39114.00,15,700000.00,88986.43,156696.97,0,0.13,0.05,0.25,0.07,0.02,0.01,0.47,0.11,0.89
7697268885,32,Female,Graduate,2624.80,0.00,0.00,0.00,0,300000.00,0.00,,0,0.04,0.37,0.16,0.14,0.0,0.02,0.27,0.68,0.32
7854344933,33,Male,Graduate,396164.97,228000.00,0.00,228000.00,12,450000.00,221656.20,246958.91,0,0.08,0.41,0.07,0.2,0.0,0.03,0.21,0.35,0.65
7335786532,31,Male,Graduate,12138.90,78383.00,68393.00,9990.00,7,700000.00,177890.07,17796.98,1,0.43,0.06,0.01,0.18,0.02,0.14,0.16,0.25,0.75
7342365859,34,Male,Under-Graduate,35452.75,375142.00,120142.00,255000.00,62,900000.00,400194.29,16799.88,1,0.03,0.07,0.03,0.4,0.15,0.02,0.3,0.5,0.5
7172211146,38,Male,Graduate,91236.00,1070917.00,968936.00,101981.00,49,1500000.00,1138163.40,29924.98,1,0.19,0.21,0.0,0.25,0.05,0.02,0.28,0.27,0.73
7466417864,31,Female,Graduate,533798.71,254537.00,0.00,254537.00,21,1350000.00,166397.60,122977.95,0,0.44,0.08,0.2,0.12,0.05,0.04,0.07,0.31,0.69
7785185517,44,Male,Masters,421032.30,121031.00,13902.00,107129.00,52,750000.00,813842.95,107002.68,0.083333,0.12,0.31,0.08,0.11,0.08,0.09,0.21,0.26,0.74
7566486768,32,Male,Graduate,89027.51,43514.00,43514.00,0.00,7,180000.00,333475.41,110240.23,0,0.3,0.26,0.01,0.03,0.12,0.03,0.25,0.69,0.31
7664349736,32,Male,Graduate,174016.91,27672.00,0.00,27672.00,15,180000.00,66776.45,60165.68,0,0.39,0.29,0.08,0.04,0.03,0.07,0.1,0.78,0.22
7354183436,32,Male,Masters,538308.44,973661.00,368452.00,605209.00,135,900000.00,1582473.59,336402.12,0.083333,0.25,0.17,0.04,0.01,0.05,0.15,0.33,0.54,0.46
7444845166,26,Male,Masters,460340.21,0.00,0.00,0.00,0,1400000.00,987446.57,116800.62,0.083333,0.23,0.01,0.3,0.22,0.04,0.02,0.18,0.25,0.75
7732396681,27,Male,Graduate,1815.03,11980.00,0.00,11980.00,4,450000.00,29727.65,14380.84,0.333333,0.27,0.28,0.19,0.08,0.08,0.0,0.1,0.57,0.43
7656218756,26,Male,Under-Graduate,283361.36,138752.00,52612.00,86140.00,20,300000.00,156445.99,201901.93,0,0.38,0.18,0.19,0.05,0.05,0.05,0.1,0.4,0.6
7631975957,31,Male,Under-Graduate,154771.41,247631.00,80440.00,167191.00,82,350000.00,406148.99,33350.03,0,0.09,0.08,0.1,0.02,0.17,0.15,0.39,0.0,1.0
7377176668,34,Female,Graduate,14434.67,197632.00,85979.00,111653.00,28,450000.00,182811.69,16649.79,0.583333,0.16,0.32,0.23,0.12,0.04,0.01,0.12,0.71,0.29
7868354574,33,Male,Masters,137781.25,1430098.00,1039467.00,390631.00,55,1800000.00,1353567.70,35209.08,1,0.47,0.1,0.12,0.04,0.03,0.03,0.21,0.66,0.34
7551214753,29,Female,Under-Graduate,92634.16,4565.00,4565.00,0.00,1,100000.00,129365.02,995774.27,0,0.03,0.25,0.11,0.04,0.1,0.09,0.38,0.42,0.58
7265636718,36,Male,Under-Graduate,1082205.81,485035.00,284780.00,200255.00,208,1550000.00,274009.44,262107.11,0,0.48,0.15,0.08,0.06,0.06,0.0,0.17,0.82,0.18
7167646847,28,Female,Graduate,123893.25,28009.00,6900.00,21109.00,12,150000.00,157545.72,642247.25,0,0.32,0.33,0.04,0.09,0.07,0.02,0.13,0.73,0.27
7375453368,33,Female,Graduate,568196.28,52319.00,34019.00,18300.00,8,1150000.00,216782.25,143373.46,0,0.33,0.08,0.0,0.11,0.09,0.17,0.22,0.41,0.59
7455649384,31,Female,Masters,126901.99,44546.00,0.00,44546.00,13,260000.00,287599.97,48975.10,0,0.15,0.4,0.12,0.07,0.06,0.01,0.19,0.25,0.75
7394758655,34,Male,Graduate,159248.63,144948.00,46000.00,98948.00,19,1050000.00,169590.19,41978.45,0,0.24,0.29,0.01,0.05,0.03,0.12,0.26,0.46,0.54
7651746465,34,Male,Masters,950225.68,277609.00,142405.00,135204.00,36,1050000.00,417732.48,426464.16,0,0.27,0.12,0.29,0.07,0.02,0.02,0.21,0.29,0.71
7677371456,28,Male,Masters,5741.63,68500.00,0.00,68500.00,12,120000.00,55981.40,19861.87,0.333333,0.15,0.35,0.21,0.08,0.04,0.0,0.17,0.05,0.95
7653256681,34,Male,Under-Graduate,230395.62,0.00,0.00,0.00,0,600000.00,33145.02,44357.70,0,0.01,0.26,0.08,0.23,0.14,0.1,0.18,0.71,0.29
7346195659,29,Male,Graduate,228690.03,453648.00,327500.00,126148.00,37,400000.00,598101.47,154292.68,0,0.36,0.14,0.22,0.04,0.08,0.03,0.13,0.65,0.35
7766515116,29,Male,Graduate,105836.93,0.00,0.00,0.00,0,150000.00,138106.17,26635.97,0,0.16,0.04,0.0,0.05,0.06,0.21,0.48,0.17,0.83
7485764934,33,Male,Under-Graduate,480312.30,0.00,0.00,0.00,0,850000.00,108977.25,156404.79,0,0.03,0.38,0.06,0.18,0.14,0.09,0.12,0.25,0.75
7646675362,33,Male,Graduate,683655.30,0.00,0.00,0.00,0,1000000.00,683469.53,271632.62,0,0.48,0.21,0.05,0.07,0.06,0.04,0.09,0.01,0.99
7694635588,31,Male,Graduate,312.29,0.00,0.00,0.00,0,250000.00,55949.99,5615.01,0.25,0.42,0.27,0.11,0.09,0.02,0.03,0.06,0.22,0.78
7654763553,32,Male,Masters,105363.97,102701.00,100280.00,2421.00,8,220000.00,118114.15,22534.82,0,0.25,0.3,0.03,0.05,0.09,0.07,0.21,0.72,0.28
7664459313,39,Female,Graduate,1173426.66,152812.00,0.00,152812.00,38,1550000.00,362423.14,480443.04,0,0.13,0.02,0.3,0.12,0.03,0.18,0.22,0.57,0.43
7827595625,33,Female,Graduate,8055.14,213270.00,91400.00,121870.00,38,1000000.00,173153.08,12950.88,0.545455,0.37,0.28,0.15,0.01,0.03,0.06,0.1,0.28,0.72
7557866675,31,Male,Under-Graduate,130878.66,0.00,0.00,0.00,0,150000.00,52826.28,34475.83,0,0.13,0.37,0.06,0.03,0.15,0.05,0.21,0.95,0.05
7461687178,31,Female,Graduate,622446.45,443911.00,388410.00,55501.00,59,650000.00,254634.41,429947.13,0,0.31,0.01,0.01,0.22,0.2,0.0,0.25,0.42,0.58
7745555286,31,Male,Masters,87420.37,23280.00,23280.00,0.00,5,300000.00,147364.12,32811.43,0.083333,0.13,0.36,0.11,0.18,0.06,0.07,0.09,0.41,0.59
7626483713,32,Male,Graduate,132944.35,0.00,0.00,0.00,0,180000.00,68460.00,31107.54,0,0.37,0.15,0.21,0.0,0.06,0.07,0.14,0.24,0.76
7843763535,32,Female,Graduate,437239.59,56991.00,56991.00,0.00,5,450000.00,134509.99,393746.51,0,0.09,0.3,0.2,0.08,0.09,0.01,0.23,0.23,0.77
7362553163,34,Male,Under-Graduate,447343.96,65620.00,65620.00,0.00,12,450000.00,148191.02,149697.87,0,0.24,0.35,0.0,0.17,0.11,0.0,0.13,0.04,0.96
7197191584,31,Male,Masters,112760.76,0.00,0.00,0.00,0,850000.00,66238.73,26027.75,0,0.24,0.27,0.09,0.17,0.08,0.06,0.09,0.32,0.68
7367951665,29,Male,Masters,119465.19,32229.00,0.00,32229.00,13,120000.00,48235.55,94618.90,0,0.18,0.25,0.01,0.16,0.17,0.04,0.19,0.18,0.82
7487322555,44,Male,Masters,29199.18,297156.00,167160.00,129996.00,31,1350000.00,223859.49,17164.87,1,0.07,0.43,0.17,0.04,0.08,0.09,0.12,0.09,0.91
7794863199,31,Male,Masters,292974.80,37604.00,22200.00,15404.00,8,300000.00,103795.87,140591.67,0,0.0,0.47,0.21,0.02,0.06,0.05,0.19,0.89,0.11
7978616949,34,Male,Graduate,1600.55,15133.00,15133.00,0.00,3,500000.00,45083.69,13275.24,0.5,0.2,0.3,0.0,0.2,0.06,0.1,0.14,0.86,0.14
7213662926,33,Male,Under-Graduate,693780.65,33975.00,0.00,33975.00,3,1050000.00,216315.47,322808.49,0,0.23,0.09,0.16,0.09,0.12,0.0,0.31,0.11,0.89
7846171526,31,Male,Graduate,788802.81,0.00,0.00,0.00,0,1200000.00,168555.47,214558.59,0,0.48,0.08,0.06,0.08,0.13,0.03,0.14,0.46,0.54
7456163316,32,Male,Graduate,102029.22,178810.00,92110.00,86700.00,22,150000.00,49218.47,74573.44,0,0.07,0.21,0.21,0.14,0.12,0.0,0.25,0.46,0.54
7991991843,34,Male,Masters,475192.48,139493.00,57613.00,81880.00,37,500000.00,263543.90,424746.44,0,0.16,0.07,0.03,0.31,0.11,0.1,0.22,0.9,0.1
7945396623,44,Male,Graduate,227095.52,2526.00,2526.00,0.00,1,310000.00,50319.65,81540.06,0,0.15,0.08,0.01,0.21,0.25,0.0,0.3,0.44,0.56
7251863155,33,Male,Graduate,237775.92,0.00,0.00,0.00,0,650000.00,411951.92,95526.00,0,0.42,0.25,0.0,0.04,0.0,0.02,0.27,0.02,0.98
7653486171,44,Female,Graduate,147390.29,0.00,0.00,0.00,0,150000.00,34023.94,51759.36,0,0.42,0.11,0.07,0.05,0.15,0.07,0.13,0.13,0.87
7768413633,26,Male,Masters,685302.01,0.00,0.00,0.00,0,750000.00,186340.44,222851.61,0,0.47,0.02,0.12,0.04,0.09,0.0,0.26,0.72,0.28
7417481363,34,Female,Masters,152764.46,0.00,0.00,0.00,0,170000.00,54040.61,50866.89,0,0.03,0.27,0.13,0.12,0.1,0.01,0.34,0.52,0.48
7666434856,34,Male,Masters,161147.52,80772.00,0.00,80772.00,36,150000.00,101945.48,213456.30,0,0.37,0.12,0.23,0.06,0.06,0.0,0.16,0.28,0.72
7345456195,34,Male,Graduate,34459.17,51900.00,51900.00,0.00,1,400000.00,66365.12,6924.17,0,0.28,0.02,0.26,0.16,0.09,0.07,0.12,0.7,0.3
7896568351,31,Male,Graduate,202164.12,36318.00,36318.00,0.00,13,200000.00,70424.08,79585.98,0,0.21,0.38,0.02,0.14,0.06,0.08,0.11,0.37,0.63
7874668855,33,Male,Graduate,10222.81,107429.00,24921.00,82508.00,21,500000.00,107531.76,18824.17,0.083333,0.33,0.31,0.05,0.09,0.09,0.0,0.13,0.33,0.67
7156569564,39,Male,Under-Graduate,140726.42,15164.00,15164.00,0.00,1,150000.00,33789.08,33742.40,0,0.35,0.05,0.09,0.02,0.21,0.07,0.21,0.89,0.11
7825475745,34,Male,Masters,215841.98,15453.00,11580.00,3873.00,8,250000.00,66411.22,45998.08,0,0.15,0.35,0.07,0.06,0.16,0.07,0.14,0.15,0.85
7742686758,31,Male,Under-Graduate,149243.34,9975.00,3432.00,6543.00,3,600000.00,222418.76,38292.98,0.083333,0.31,0.28,0.01,0.16,0.09,0.03,0.12,0.09,0.91
7775261387,31,Female,Graduate,519366.19,0.00,0.00,0.00,0,550000.00,242209.51,223333.88,0,0.07,0.01,0.3,0.29,0.09,0.0,0.24,0.55,0.45
7321543456,37,Male,Graduate,188554.76,0.00,0.00,0.00,0,800000.00,855958.46,75562.88,0.166667,0.18,0.06,0.21,0.22,0.01,0.06,0.26,0.0,1.0
7167549497,36,Female,Graduate,5484.29,10500.00,10500.00,0.00,1,400000.00,32958.28,17497.80,0,0.23,0.3,0.03,0.0,0.02,0.16,0.26,0.91,0.09
7979733469,29,Female,Under-Graduate,212510.77,66304.00,66304.00,0.00,24,250000.00,56075.80,44723.48,0,0.49,0.19,0.08,0.09,0.02,0.01,0.12,0.98,0.02
7137823193,37,Male,Under-Graduate,10283.22,106785.00,66921.00,39864.00,21,1000000.00,148049.18,14745.05,0.545455,0.05,0.39,0.15,0.17,0.04,0.09,0.11,0.65,0.35
7635871156,25,Female,Masters,162860.96,134083.00,69504.00,64579.00,28,200000.00,58626.37,119048.81,0,0.12,0.05,0.24,0.14,0.05,0.13,0.27,0.38,0.62
7235176163,33,Male,Masters,173368.29,10000.00,10000.00,0.00,1,170000.00,68927.98,110199.84,0,0.22,0.14,0.27,0.14,0.08,0.01,0.14,0.36,0.64
7364677563,36,Male,Graduate,930355.71,613301.00,404567.00,208734.00,115,1250000.00,405457.95,299846.50,0,0.05,0.42,0.09,0.05,0.13,0.1,0.16,0.5,0.5
7335958141,31,Male,Graduate,354196.02,0.00,0.00,0.00,0,400000.00,78969.23,94156.90,0,0.16,0.08,0.17,0.12,0.09,0.09,0.29,0.3,0.7
7616671361,33,Female,Under-Graduate,142.03,0.00,0.00,0.00,0,120000.00,0.00,,0,0.48,0.08,0.11,0.08,0.08,0.02,0.15,0.51,0.49
7631165147,32,Male,Masters,244778.31,43196.00,29000.00,14196.00,9,250000.00,74016.57,109626.47,0,0.27,0.08,0.1,0.07,0.17,0.08,0.23,0.83,0.17
7873928165,36,Male,Under-Graduate,9428.03,84606.00,31240.00,53366.00,21,900000.00,92271.50,17159.57,0.75,0.27,0.06,0.05,0.1,0.04,0.1,0.38,0.79,0.21
7867463385,31,Female,Masters,162859.13,36100.00,0.00,36100.00,20,180000.00,101819.78,68445.32,0,0.29,0.0,0.28,0.03,0.03,0.09,0.28,0.08,0.92
7847565898,31,Male,Graduate,39666.76,255941.00,246941.00,9000.00,8,400000.00,82788.98,18818.53,0,0.09,0.4,0.06,0.14,0.0,0.04,0.27,0.73,0.27
7687513856,25,Male,Masters,503676.27,339373.00,170272.00,169101.00,71,1000000.00,133117.58,120679.05,0,0.0,0.2,0.25,0.03,0.11,0.05,0.36,0.61,0.39
7338187715,29,Male,Under-Graduate,24824.40,0.00,0.00,0.00,0,350000.00,18101.87,34126.90,0,0.13,0.03,0.12,0.09,0.14,0.16,0.33,0.18,0.82
7679959865,44,Male,Graduate,10941.71,121985.00,87870.00,34115.00,23,500000.00,225003.64,18060.56,0.5,0.34,0.16,0.13,0.14,0.08,0.02,0.13,0.33,0.67
7885449649,34,Female,Masters,462441.17,253767.00,177491.00,76276.00,39,700000.00,104588.14,119429.08,0,0.12,0.43,0.16,0.06,0.07,0.02,0.14,0.05,0.95
7113936856,38,Female,Graduate,49160.59,74755.00,0.00,74755.00,9,250000.00,28295.68,18944.36,0,0.37,0.11,0.01,0.12,0.15,0.11,0.13,0.84,0.16
7511546367,42,Female,Masters,532981.57,67485.00,50185.00,17300.00,24,550000.00,139066.29,399910.99,0,0.05,0.32,0.19,0.02,0.05,0.08,0.29,0.31,0.69
7987471273,32,Female,Masters,1048.68,24127.00,24127.00,0.00,1,250000.00,55789.75,20456.16,0,0.43,0.11,0.2,0.01,0.09,0.03,0.13,0.39,0.61
7761356619,36,Female,Graduate,440235.40,0.00,0.00,0.00,0,500000.00,103012.01,116258.68,0,0.09,0.43,0.13,0.06,0.04,0.04,0.21,0.58,0.42
7941749546,32,Female,Masters,728357.91,20907.00,20907.00,0.00,1,1150000.00,154354.19,281872.10,0,0.29,0.19,0.1,0.12,0.12,0.02,0.16,0.54,0.46
7554863351,32,Female,Under-Graduate,3085.92,41504.00,0.00,41504.00,6,750000.00,48510.84,9872.25,0.545455,0.01,0.2,0.18,0.29,0.07,0.01,0.24,0.32,0.68
7741761315,38,Male,Graduate,11287.03,91860.00,60360.00,31500.00,17,750000.00,112969.62,17725.86,1,0.18,0.39,0.11,0.06,0.04,0.07,0.15,0.74,0.26
7148516845,33,Male,Graduate,739019.86,61210.00,0.00,61210.00,25,1200000.00,192045.78,179565.25,0,0.48,0.02,0.17,0.13,0.01,0.0,0.19,0.77,0.23
7576652566,44,Female,Graduate,127414.25,521995.00,256835.00,265160.00,66,750000.00,398442.89,345379.79,0,0.21,0.21,0.27,0.09,0.06,0.07,0.09,0.18,0.82
7346112689,27,Female,Graduate,64411.22,63861.00,1.00,63860.00,12,1200000.00,252945.98,22789.20,0,0.07,0.17,0.04,0.32,0.05,0.03,0.32,0.9,0.1
7912454745,32,Male,Under-Graduate,9123.18,73691.00,3271.00,70420.00,8,600000.00,96037.38,17589.81,1,0.29,0.27,0.01,0.11,0.15,0.0,0.17,0.24,0.76
